gene_name	gene_biotype	gene_id
TTLL13	protein_coding	ENSG00000213471
SPPL2A	protein_coding	ENSG00000138600
GCNT3	protein_coding	ENSG00000140297
GTF2A2	protein_coding	ENSG00000140307
CCDC32	protein_coding	ENSG00000128891
RPUSD2	protein_coding	ENSG00000166133
KNL1	protein_coding	ENSG00000137812
PKM	protein_coding	ENSG00000067225
GOLGA6L22	protein_coding	ENSG00000277865
ODF3L1	protein_coding	ENSG00000182950
UBE2Q2	protein_coding	ENSG00000140367
FBXO22	protein_coding	ENSG00000167196
NRG4	protein_coding	ENSG00000169752
ETFA	protein_coding	ENSG00000140374
GOLGA8S	protein_coding	ENSG00000261739
GOLGA8A	protein_coding	ENSG00000175265
NOP10	protein_coding	ENSG00000182117
DAPK2	protein_coding	ENSG00000035664
OR4N4	protein_coding	ENSG00000183706
SNURF	protein_coding	ENSG00000273173
OR4N4C	protein_coding	ENSG00000279408
OR4M2B	protein_coding	ENSG00000182974
PAK6	protein_coding	ENSG00000137843
C2CD4A	protein_coding	ENSG00000198535
C2CD4B	protein_coding	ENSG00000205502
PIF1	protein_coding	ENSG00000140451
PLEKHO2	protein_coding	ENSG00000241839
ANKDD1A	protein_coding	ENSG00000166839
GOLGA8K	protein_coding	ENSG00000249931
RGMA	protein_coding	ENSG00000182175
BNIP2	protein_coding	ENSG00000140299
HDDC3	protein_coding	ENSG00000184508
UNC45A	protein_coding	ENSG00000140553
RCCD1	protein_coding	ENSG00000166965
PRC1	protein_coding	ENSG00000198901
VPS33B	protein_coding	ENSG00000184056
SV2B	protein_coding	ENSG00000185518
ZSCAN2	protein_coding	ENSG00000176371
WDR73	protein_coding	ENSG00000177082
NMB	protein_coding	ENSG00000197696
NIPA1	protein_coding	ENSG00000170113
NIPA2	protein_coding	ENSG00000140157
TUBGCP5	protein_coding	ENSG00000275835
CYFIP1	protein_coding	ENSG00000273749
FAM174B	protein_coding	ENSG00000185442
SPESP1	protein_coding	ENSG00000258484
OR4F6	protein_coding	ENSG00000184140
OR4F15	protein_coding	ENSG00000182854
CGNL1	protein_coding	ENSG00000128849
MYZAP	protein_coding	ENSG00000263155
POLR2M	protein_coding	ENSG00000255529
GCOM1	protein_coding	ENSG00000137878
TNFAIP8L3	protein_coding	ENSG00000183578
CYP19A1	protein_coding	ENSG00000137869
GOLGA8R	protein_coding	ENSG00000186399
SNAP23	protein_coding	ENSG00000092531
LRRC57	protein_coding	ENSG00000180979
HAUS2	protein_coding	ENSG00000137814
STARD9	protein_coding	ENSG00000159433
CDAN1	protein_coding	ENSG00000140326
TTBK2	protein_coding	ENSG00000128881
MGA	protein_coding	ENSG00000174197
C15orf39	protein_coding	ENSG00000167173
GOLGA6C	protein_coding	ENSG00000167195
COMMD4	protein_coding	ENSG00000140365
NEIL1	protein_coding	ENSG00000140398
MAN2C1	protein_coding	ENSG00000140400
PTPN9	protein_coding	ENSG00000169410
SIN3A	protein_coding	ENSG00000169375
PLA2G4F	protein_coding	ENSG00000168907
VPS39	protein_coding	ENSG00000166887
TMEM87A	protein_coding	ENSG00000103978
CORO2B	protein_coding	ENSG00000103647
ANP32A	protein_coding	ENSG00000140350
GLCE	protein_coding	ENSG00000138604
NOX5	protein_coding	ENSG00000290203
ISLR2	protein_coding	ENSG00000167178
ISLR	protein_coding	ENSG00000129009
STRA6	protein_coding	ENSG00000137868
CCDC33	protein_coding	ENSG00000140481
CYP11A1	protein_coding	ENSG00000140459
SEMA7A	protein_coding	ENSG00000138623
UBL7	protein_coding	ENSG00000138629
MEF2A	protein_coding	ENSG00000068305
SYNM	protein_coding	ENSG00000182253
TTC23	protein_coding	ENSG00000103852
MEIS2	protein_coding	ENSG00000134138
SEC11A	protein_coding	ENSG00000140612
ACSBG1	protein_coding	ENSG00000103740
DNAJA4	protein_coding	ENSG00000140403
SKIC8	protein_coding	ENSG00000140395
CHD2	protein_coding	ENSG00000173575
GABRB3	protein_coding	ENSG00000166206
GABRA5	protein_coding	ENSG00000186297
RHCG	protein_coding	ENSG00000140519
ARHGAP11B	protein_coding	ENSG00000285077
POLG	protein_coding	ENSG00000140521
POLGARF	protein_coding	ENSG00000291307
PIERCE2	protein_coding	ENSG00000261652
IL16	protein_coding	ENSG00000172349
GOLGA8N	protein_coding	ENSG00000232653
VPS13C	protein_coding	ENSG00000129003
B2M	protein_coding	ENSG00000166710
NTRK3	protein_coding	ENSG00000140538
ZSCAN29	protein_coding	ENSG00000140265
TUBGCP4	protein_coding	ENSG00000137822
TP53BP1	protein_coding	ENSG00000067369
MAP1A	protein_coding	ENSG00000166963
PPIP5K1	protein_coding	ENSG00000168781
TRPM1	protein_coding	ENSG00000134160
PGPEP1L	protein_coding	ENSG00000183571
NOX5	protein_coding	ENSG00000255346
MPI	protein_coding	ENSG00000178802
FAM219B	protein_coding	ENSG00000178761
COX5A	protein_coding	ENSG00000178741
RPP25	protein_coding	ENSG00000178718
SCAMP5	protein_coding	ENSG00000198794
PPCDC	protein_coding	ENSG00000138621
GOLGA6D	protein_coding	ENSG00000140478
SERF2	protein_coding	ENSG00000140264
GJD2	protein_coding	ENSG00000159248
ACTC1	protein_coding	ENSG00000159251
AQR	protein_coding	ENSG00000021776
ZNF770	protein_coding	ENSG00000198146
THBS1	protein_coding	ENSG00000137801
FSIP1	protein_coding	ENSG00000150667
GPR176	protein_coding	ENSG00000166073
EIF2AK4	protein_coding	ENSG00000128829
SRP14	protein_coding	ENSG00000140319
FBN1	protein_coding	ENSG00000166147
TPM1	protein_coding	ENSG00000140416
NANOGP8	protein_coding	ENSG00000255192
GANC	protein_coding	ENSG00000214013
CAPN3	protein_coding	ENSG00000092529
ZNF106	protein_coding	ENSG00000103994
MYEF2	protein_coding	ENSG00000104177
GLDN	protein_coding	ENSG00000186417
AQP9	protein_coding	ENSG00000103569
MYO9A	protein_coding	ENSG00000066933
NUTM1	protein_coding	ENSG00000184507
SMAD3	protein_coding	ENSG00000166949
RAB40C	protein_coding	ENSG00000197562
NHLRC4	protein_coding	ENSG00000257108
FAM234A	protein_coding	ENSG00000167930
AXIN1	protein_coding	ENSG00000103126
ABCA3	protein_coding	ENSG00000167972
SMIM22	protein_coding	ENSG00000267795
TMEM204	protein_coding	ENSG00000131634
ANKS3	protein_coding	ENSG00000168096
UNKL	protein_coding	ENSG00000059145
ARHGDIG	protein_coding	ENSG00000242173
IFT140	protein_coding	ENSG00000187535
GLYR1	protein_coding	ENSG00000140632
CDIP1	protein_coding	ENSG00000089486
XYLT1	protein_coding	ENSG00000103489
ADCY9	protein_coding	ENSG00000162104
ZNF500	protein_coding	ENSG00000103199
HS3ST4	protein_coding	ENSG00000182601
TMC5	protein_coding	ENSG00000103534
CREBBP	protein_coding	ENSG00000005339
RPS15A	protein_coding	ENSG00000134419
RGS11	protein_coding	ENSG00000076344
SCNN1B	protein_coding	ENSG00000168447
MGRN1	protein_coding	ENSG00000102858
SYT17	protein_coding	ENSG00000103528
SCNN1G	protein_coding	ENSG00000166828
HS3ST2	protein_coding	ENSG00000122254
TMC7	protein_coding	ENSG00000170537
TNRC6A	protein_coding	ENSG00000090905
SNX29	protein_coding	ENSG00000048471
POLR3E	protein_coding	ENSG00000058600
UBALD1	protein_coding	ENSG00000153443
ARL6IP1	protein_coding	ENSG00000170540
NETO2	protein_coding	ENSG00000171208
SIAH1	protein_coding	ENSG00000196470
METTL22	protein_coding	ENSG00000067365
QPRT	protein_coding	ENSG00000103485
LONP2	protein_coding	ENSG00000102910
MPV17L	protein_coding	ENSG00000156968
N4BP1	protein_coding	ENSG00000102921
ITFG1	protein_coding	ENSG00000129636
NUP93	protein_coding	ENSG00000102900
CDH8	protein_coding	ENSG00000150394
COQ7	protein_coding	ENSG00000167186
GSG1L	protein_coding	ENSG00000169181
ZC3H7A	protein_coding	ENSG00000122299
MMP2	protein_coding	ENSG00000087245
CES5A	protein_coding	ENSG00000159398
CLEC19A	protein_coding	ENSG00000261210
CCL17	protein_coding	ENSG00000102970
DNAAF8	protein_coding	ENSG00000166246
CRAMP1	protein_coding	ENSG00000007545
GDE1	protein_coding	ENSG00000006007
CCL22	protein_coding	ENSG00000102962
CAPNS2	protein_coding	ENSG00000256812
DYNC1LI2	protein_coding	ENSG00000135720
TOX3	protein_coding	ENSG00000103460
UTP4	protein_coding	ENSG00000141076
LPCAT2	protein_coding	ENSG00000087253
CTRB2	protein_coding	ENSG00000168928
FA2H	protein_coding	ENSG00000103089
PMFBP1	protein_coding	ENSG00000118557
VAT1L	protein_coding	ENSG00000171724
MAF	protein_coding	ENSG00000178573
TANGO6	protein_coding	ENSG00000103047
CNTNAP4	protein_coding	ENSG00000152910
COQ9	protein_coding	ENSG00000088682
CFAP20	protein_coding	ENSG00000070761
GINS2	protein_coding	ENSG00000131153
CTRB1	protein_coding	ENSG00000168925
CCDC102A	protein_coding	ENSG00000135736
FOXC2	protein_coding	ENSG00000176692
BCAR1	protein_coding	ENSG00000050820
SYCE1L	protein_coding	ENSG00000205078
GSE1	protein_coding	ENSG00000131149
MON1B	protein_coding	ENSG00000103111
ZFP90	protein_coding	ENSG00000184939
WFDC1	protein_coding	ENSG00000103175
ZCCHC14	protein_coding	ENSG00000140948
HYDIN	protein_coding	ENSG00000157423
KLHL36	protein_coding	ENSG00000135686
MLKL	protein_coding	ENSG00000168404
CIAPIN1	protein_coding	ENSG00000005194
JPH3	protein_coding	ENSG00000154118
CDH11	protein_coding	ENSG00000140937
MEAK7	protein_coding	ENSG00000140950
WDR59	protein_coding	ENSG00000103091
MTHFSD	protein_coding	ENSG00000103248
SLC7A5	protein_coding	ENSG00000103257
KLHDC4	protein_coding	ENSG00000104731
DYNLRB2	protein_coding	ENSG00000168589
ADGRG5	protein_coding	ENSG00000159618
PIEZO1	protein_coding	ENSG00000103335
CX3CL1	protein_coding	ENSG00000006210
CFDP1	protein_coding	ENSG00000153774
NUDT7	protein_coding	ENSG00000140876
FOXL1	protein_coding	ENSG00000176678
ZFP1	protein_coding	ENSG00000184517
ZFHX3	protein_coding	ENSG00000140836
RFWD3	protein_coding	ENSG00000168411
ZNRF1	protein_coding	ENSG00000186187
ADAMTS18	protein_coding	ENSG00000140873
COTL1	protein_coding	ENSG00000103187
POLR2C	protein_coding	ENSG00000102978
UBN1	protein_coding	ENSG00000118900
C16orf74	protein_coding	ENSG00000154102
FOXF1	protein_coding	ENSG00000103241
CDYL2	protein_coding	ENSG00000166446
NPIPA5	protein_coding	ENSG00000183793
PKMYT1	protein_coding	ENSG00000127564
PAQR4	protein_coding	ENSG00000162073
GREP1	protein_coding	ENSG00000262152
CLDN9	protein_coding	ENSG00000213937
CLDN6	protein_coding	ENSG00000184697
THOC6	protein_coding	ENSG00000131652
BICDL2	protein_coding	ENSG00000162069
ZSCAN10	protein_coding	ENSG00000130182
TIGD7	protein_coding	ENSG00000140993
OR2C1	protein_coding	ENSG00000168158
ZNF174	protein_coding	ENSG00000103343
ZNF597	protein_coding	ENSG00000167981
NAA60	protein_coding	ENSG00000122390
C16orf90	protein_coding	ENSG00000215131
CLUAP1	protein_coding	ENSG00000103351
NLRC3	protein_coding	ENSG00000167984
TRAP1	protein_coding	ENSG00000126602
SRL	protein_coding	ENSG00000185739
TFAP4	protein_coding	ENSG00000090447
GLIS2	protein_coding	ENSG00000126603
PAM16	protein_coding	ENSG00000217930
CORO7-PAM16	protein_coding	ENSG00000103426
CORO7	protein_coding	ENSG00000262246
VASN	protein_coding	ENSG00000168140
DNAJA3	protein_coding	ENSG00000103423
HMOX2	protein_coding	ENSG00000103415
TMEM265	protein_coding	ENSG00000281991
PHKG2	protein_coding	ENSG00000156873
CFAP119	protein_coding	ENSG00000196118
ZNF629	protein_coding	ENSG00000102870
ORAI3	protein_coding	ENSG00000175938
HSD3B7	protein_coding	ENSG00000099377
STX1B	protein_coding	ENSG00000099365
STX4	protein_coding	ENSG00000103496
ZNF668	protein_coding	ENSG00000167394
ZNF646	protein_coding	ENSG00000167395
VKORC1	protein_coding	ENSG00000167397
BCKDK	protein_coding	ENSG00000103507
KAT8	protein_coding	ENSG00000103510
PRSS8	protein_coding	ENSG00000052344
PRSS36	protein_coding	ENSG00000178226
PYCARD	protein_coding	ENSG00000103490
ZP2	protein_coding	ENSG00000103310
ANKS4B	protein_coding	ENSG00000175311
NAGPA	protein_coding	ENSG00000103174
EEF2KMT	protein_coding	ENSG00000118894
MT4	protein_coding	ENSG00000102891
MT2A	protein_coding	ENSG00000125148
MT1E	protein_coding	ENSG00000169715
MT1M	protein_coding	ENSG00000205364
MT1A	protein_coding	ENSG00000205362
MT1B	protein_coding	ENSG00000169688
MT1F	protein_coding	ENSG00000198417
MT1X	protein_coding	ENSG00000187193
CRYM	protein_coding	ENSG00000103316
IGSF6	protein_coding	ENSG00000140749
UQCRC2	protein_coding	ENSG00000140740
SBK1	protein_coding	ENSG00000188322
IL27	protein_coding	ENSG00000197272
SGF29	protein_coding	ENSG00000176476
TUFM	protein_coding	ENSG00000178952
RABEP2	protein_coding	ENSG00000177548
CD19	protein_coding	ENSG00000177455
SPNS1	protein_coding	ENSG00000169682
SPN	protein_coding	ENSG00000197471
TAOK2	protein_coding	ENSG00000149930
HIRIP3	protein_coding	ENSG00000149929
INO80E	protein_coding	ENSG00000169592
DOC2A	protein_coding	ENSG00000149927
PPP4C	protein_coding	ENSG00000149923
YPEL3	protein_coding	ENSG00000090238
GDPD3	protein_coding	ENSG00000102886
MAPK3	protein_coding	ENSG00000102882
BOLA2B	protein_coding	ENSG00000169627
CD2BP2	protein_coding	ENSG00000169217
TBC1D10B	protein_coding	ENSG00000169221
GPR139	protein_coding	ENSG00000180269
SLX1A	protein_coding	ENSG00000132207
SULT1A4	protein_coding	ENSG00000213648
CES1	protein_coding	ENSG00000198848
GLG1	protein_coding	ENSG00000090863
C16orf95	protein_coding	ENSG00000260456
MRTFB	protein_coding	ENSG00000186260
EIF3CL	protein_coding	ENSG00000205609
ZNF469	protein_coding	ENSG00000225614
EIF3C	protein_coding	ENSG00000184110
PIGQ	protein_coding	ENSG00000007541
ATP2A1	protein_coding	ENSG00000196296
FUS	protein_coding	ENSG00000089280
MT1H	protein_coding	ENSG00000205358
MT3	protein_coding	ENSG00000087250
PDIA2	protein_coding	ENSG00000185615
TNFRSF12A	protein_coding	ENSG00000006327
HCFC1R1	protein_coding	ENSG00000103145
GINS3	protein_coding	ENSG00000181938
LMF1	protein_coding	ENSG00000103227
IRX6	protein_coding	ENSG00000159387
ROGDI	protein_coding	ENSG00000067836
KDM8	protein_coding	ENSG00000155666
SEPTIN12	protein_coding	ENSG00000140623
OTOA	protein_coding	ENSG00000155719
PYDC1	protein_coding	ENSG00000169900
SULT1A3	protein_coding	ENSG00000261052
RMI2	protein_coding	ENSG00000175643
TNP2	protein_coding	ENSG00000178279
PRM3	protein_coding	ENSG00000178257
PRM2	protein_coding	ENSG00000122304
PRM1	protein_coding	ENSG00000175646
SNN	protein_coding	ENSG00000184602
ATMIN	protein_coding	ENSG00000166454
GCSH	protein_coding	ENSG00000140905
BCO1	protein_coding	ENSG00000135697
PDPR	protein_coding	ENSG00000090857
EXOSC6	protein_coding	ENSG00000223496
DDX19B	protein_coding	ENSG00000157349
DDX19A	protein_coding	ENSG00000168872
ST3GAL2	protein_coding	ENSG00000157350
FCSK	protein_coding	ENSG00000157353
SF3B3	protein_coding	ENSG00000189091
AARS1	protein_coding	ENSG00000090861
TMEM170A	protein_coding	ENSG00000166822
CHST6	protein_coding	ENSG00000183196
GABARAPL2	protein_coding	ENSG00000034713
TERF2IP	protein_coding	ENSG00000166848
DUXB	protein_coding	ENSG00000282757
CPHXL	protein_coding	ENSG00000283755
AMFR	protein_coding	ENSG00000159461
OGFOD1	protein_coding	ENSG00000087263
KARS1	protein_coding	ENSG00000065427
GAN	protein_coding	ENSG00000261609
RHBDF1	protein_coding	ENSG00000007384
NPRL3	protein_coding	ENSG00000103148
HBZ	protein_coding	ENSG00000130656
HBM	protein_coding	ENSG00000206177
HBA2	protein_coding	ENSG00000188536
HBA1	protein_coding	ENSG00000206172
HBQ1	protein_coding	ENSG00000086506
DDX28	protein_coding	ENSG00000182810
NFATC3	protein_coding	ENSG00000072736
ESRP2	protein_coding	ENSG00000103067
PLA2G15	protein_coding	ENSG00000103066
SLC7A6	protein_coding	ENSG00000103064
SLC7A6OS	protein_coding	ENSG00000103061
SMPD3	protein_coding	ENSG00000103056
MLYCD	protein_coding	ENSG00000103150
OSGIN1	protein_coding	ENSG00000140961
HSDL1	protein_coding	ENSG00000103160
DNAAF1	protein_coding	ENSG00000154099
ADAD2	protein_coding	ENSG00000140955
SLC38A8	protein_coding	ENSG00000166558
ITGAM	protein_coding	ENSG00000169896
ITGAX	protein_coding	ENSG00000140678
ITGAD	protein_coding	ENSG00000156886
COX6A2	protein_coding	ENSG00000156885
ZNF843	protein_coding	ENSG00000176723
ARMC5	protein_coding	ENSG00000140691
TGFB1I1	protein_coding	ENSG00000140682
SLC5A2	protein_coding	ENSG00000140675
AHSP	protein_coding	ENSG00000169877
CDIPT	protein_coding	ENSG00000103502
ASPHD1	protein_coding	ENSG00000174939
ALDOA	protein_coding	ENSG00000149925
MRPS34	protein_coding	ENSG00000074071
NUBP2	protein_coding	ENSG00000095906
IGFALS	protein_coding	ENSG00000099769
HAGH	protein_coding	ENSG00000063854
HS3ST6	protein_coding	ENSG00000162040
VAC14	protein_coding	ENSG00000103043
TEKT5	protein_coding	ENSG00000153060
NUBP1	protein_coding	ENSG00000103274
TVP23A	protein_coding	ENSG00000166676
DEXI	protein_coding	ENSG00000182108
COG7	protein_coding	ENSG00000168434
GGA2	protein_coding	ENSG00000103365
EARS2	protein_coding	ENSG00000103356
UBFD1	protein_coding	ENSG00000103353
NDUFAB1	protein_coding	ENSG00000004779
DCTN5	protein_coding	ENSG00000166847
PLK1	protein_coding	ENSG00000166851
JPT2	protein_coding	ENSG00000206053
CCNF	protein_coding	ENSG00000162063
TEDC2	protein_coding	ENSG00000162062
NTN3	protein_coding	ENSG00000162068
ATP6V0C	protein_coding	ENSG00000185883
CEMP1	protein_coding	ENSG00000205923
PDPK1	protein_coding	ENSG00000140992
TBC1D24	protein_coding	ENSG00000162065
MARF1	protein_coding	ENSG00000166783
NDE1	protein_coding	ENSG00000072864
METRN	protein_coding	ENSG00000103260
ANTKMT	protein_coding	ENSG00000103254
CIAO3	protein_coding	ENSG00000103245
MSLN	protein_coding	ENSG00000102854
SPG7	protein_coding	ENSG00000197912
CPNE7	protein_coding	ENSG00000178773
CDK10	protein_coding	ENSG00000185324
SPATA2L	protein_coding	ENSG00000158792
VPS9D1	protein_coding	ENSG00000075399
CHMP1A	protein_coding	ENSG00000131165
CTF1	protein_coding	ENSG00000150281
PDZD9	protein_coding	ENSG00000155714
USP10	protein_coding	ENSG00000103194
ATP2C2	protein_coding	ENSG00000064270
C16orf46	protein_coding	ENSG00000166455
ZNF200	protein_coding	ENSG00000010539
LUC7L	protein_coding	ENSG00000007392
ZNF75A	protein_coding	ENSG00000162086
XPO6	protein_coding	ENSG00000169180
ZNF205	protein_coding	ENSG00000122386
LDHD	protein_coding	ENSG00000166816
FLYWCH1	protein_coding	ENSG00000059122
CLEC18C	protein_coding	ENSG00000157335
RPL13	protein_coding	ENSG00000167526
NKD1	protein_coding	ENSG00000140807
ADGRG1	protein_coding	ENSG00000205336
ADGRG3	protein_coding	ENSG00000182885
DRC7	protein_coding	ENSG00000159625
KATNB1	protein_coding	ENSG00000140854
CYLD	protein_coding	ENSG00000083799
AKTIP	protein_coding	ENSG00000166971
SPIRE2	protein_coding	ENSG00000204991
TCF25	protein_coding	ENSG00000141002
MC1R	protein_coding	ENSG00000258839
GAS8	protein_coding	ENSG00000141013
DBNDD1	protein_coding	ENSG00000003249
SLC12A3	protein_coding	ENSG00000070915
HERPUD1	protein_coding	ENSG00000051108
CETP	protein_coding	ENSG00000087237
CPNE2	protein_coding	ENSG00000140848
ARL2BP	protein_coding	ENSG00000102931
PHAF1	protein_coding	ENSG00000125149
B3GNT9	protein_coding	ENSG00000237172
TRADD	protein_coding	ENSG00000102871
FBXL8	protein_coding	ENSG00000135722
MATCAP1	protein_coding	ENSG00000196123
EXOC3L1	protein_coding	ENSG00000179044
E2F4	protein_coding	ENSG00000205250
ELMO3	protein_coding	ENSG00000102890
TMEM208	protein_coding	ENSG00000168701
FHOD1	protein_coding	ENSG00000135723
SLC9A5	protein_coding	ENSG00000135740
KCTD19	protein_coding	ENSG00000168676
LRRC36	protein_coding	ENSG00000159708
TPPP3	protein_coding	ENSG00000159713
ZDHHC1	protein_coding	ENSG00000159714
HSD11B2	protein_coding	ENSG00000176387
AGRP	protein_coding	ENSG00000159723
NPIPA9	protein_coding	ENSG00000183889
VPS4A	protein_coding	ENSG00000132612
COG8	protein_coding	ENSG00000213380
PDF	protein_coding	ENSG00000258429
NIP7	protein_coding	ENSG00000132603
TMED6	protein_coding	ENSG00000157315
TERF2	protein_coding	ENSG00000132604
ACSF3	protein_coding	ENSG00000176715
CDH15	protein_coding	ENSG00000129910
ZNF778	protein_coding	ENSG00000170100
NOMO3	protein_coding	ENSG00000103226
CACNA1H	protein_coding	ENSG00000196557
TPSB2	protein_coding	ENSG00000197253
TPSAB1	protein_coding	ENSG00000172236
TPSD1	protein_coding	ENSG00000095917
UBE2I	protein_coding	ENSG00000103275
TSR3	protein_coding	ENSG00000007520
CEP20	protein_coding	ENSG00000133393
ZNF48	protein_coding	ENSG00000180035
ZNF771	protein_coding	ENSG00000179965
SEPHS2	protein_coding	ENSG00000179918
ZNF768	protein_coding	ENSG00000169957
ZNF764	protein_coding	ENSG00000169951
ZNF785	protein_coding	ENSG00000197162
ZNF689	protein_coding	ENSG00000156853
PRR14	protein_coding	ENSG00000156858
FBRS	protein_coding	ENSG00000156860
ITGAL	protein_coding	ENSG00000005844
CSNK2A2	protein_coding	ENSG00000070770
PRSS54	protein_coding	ENSG00000103023
DCTPP1	protein_coding	ENSG00000179958
ABCC1	protein_coding	ENSG00000103222
C16orf78	protein_coding	ENSG00000166152
ZNF423	protein_coding	ENSG00000102935
ADCY7	protein_coding	ENSG00000121281
TENT4B	protein_coding	ENSG00000121274
CKLF	protein_coding	ENSG00000217555
CKLF-CMTM1	protein_coding	ENSG00000254788
CMTM2	protein_coding	ENSG00000140932
CMTM3	protein_coding	ENSG00000140931
CMTM4	protein_coding	ENSG00000183723
CLN3	protein_coding	ENSG00000188603
BMERB1	protein_coding	ENSG00000166780
MYH11	protein_coding	ENSG00000133392
NUPR1	protein_coding	ENSG00000176046
SULT1A2	protein_coding	ENSG00000197165
TK2	protein_coding	ENSG00000166548
KCTD5	protein_coding	ENSG00000167977
PRSS27	protein_coding	ENSG00000172382
PRSS21	protein_coding	ENSG00000007038
PRSS22	protein_coding	ENSG00000005001
C16orf89	protein_coding	ENSG00000153446
DEF8	protein_coding	ENSG00000140995
TAF1C	protein_coding	ENSG00000103168
LDAF1	protein_coding	ENSG00000011638
AMDHD2	protein_coding	ENSG00000162066
FBXL19	protein_coding	ENSG00000099364
BCL7C	protein_coding	ENSG00000099385
RNF40	protein_coding	ENSG00000103549
TXNDC11	protein_coding	ENSG00000153066
NMRAL1	protein_coding	ENSG00000153406
HAGHL	protein_coding	ENSG00000103253
CMTM1	protein_coding	ENSG00000089505
CDH3	protein_coding	ENSG00000062038
CDH1	protein_coding	ENSG00000039068
GP2	protein_coding	ENSG00000169347
UMOD	protein_coding	ENSG00000169344
PDILT	protein_coding	ENSG00000169340
ACSM5	protein_coding	ENSG00000183549
ACSM2A	protein_coding	ENSG00000183747
MMP25	protein_coding	ENSG00000008516
C16orf92	protein_coding	ENSG00000167194
SETD6	protein_coding	ENSG00000103037
CNOT1	protein_coding	ENSG00000125107
SLC38A7	protein_coding	ENSG00000103042
GOT2	protein_coding	ENSG00000125166
RBL2	protein_coding	ENSG00000103479
RPGRIP1L	protein_coding	ENSG00000103494
TUBB3	protein_coding	ENSG00000258947
ADAT1	protein_coding	ENSG00000065457
CNGB1	protein_coding	ENSG00000070729
RSPRY1	protein_coding	ENSG00000159579
LITAF	protein_coding	ENSG00000189067
GRIN2A	protein_coding	ENSG00000183454
EMP2	protein_coding	ENSG00000213853
C16orf82	protein_coding	ENSG00000234186
ZNF319	protein_coding	ENSG00000166188
ZNF688	protein_coding	ENSG00000229809
CENPN	protein_coding	ENSG00000166451
CNEP1R1	protein_coding	ENSG00000205423
ITPRIPL2	protein_coding	ENSG00000205730
PRDM7	protein_coding	ENSG00000126856
PLEKHG4	protein_coding	ENSG00000196155
GNPTG	protein_coding	ENSG00000090581
ACSM2B	protein_coding	ENSG00000066813
ACSM3	protein_coding	ENSG00000005187
THUMPD1	protein_coding	ENSG00000066654
REXO5	protein_coding	ENSG00000005189
ACSM1	protein_coding	ENSG00000166743
ABAT	protein_coding	ENSG00000183044
TMEM186	protein_coding	ENSG00000184857
CARHSP1	protein_coding	ENSG00000153048
MRPL28	protein_coding	ENSG00000086504
PGAP6	protein_coding	ENSG00000129925
NME4	protein_coding	ENSG00000103202
DECR2	protein_coding	ENSG00000242612
MT1G	protein_coding	ENSG00000125144
TLE7	protein_coding	ENSG00000260734
ZNF19	protein_coding	ENSG00000157429
CHST4	protein_coding	ENSG00000140835
TAT	protein_coding	ENSG00000198650
MARVELD3	protein_coding	ENSG00000140832
PHLPP2	protein_coding	ENSG00000040199
AP1G1	protein_coding	ENSG00000166747
SLC6A2	protein_coding	ENSG00000103546
CLEC3A	protein_coding	ENSG00000166509
ERCC4	protein_coding	ENSG00000175595
ABCC6	protein_coding	ENSG00000091262
PPL	protein_coding	ENSG00000118898
SEC14L5	protein_coding	ENSG00000103184
ALG1	protein_coding	ENSG00000033011
CCDC78	protein_coding	ENSG00000162004
ERN2	protein_coding	ENSG00000134398
CHP2	protein_coding	ENSG00000166869
PRKCB	protein_coding	ENSG00000166501
CACNG3	protein_coding	ENSG00000006116
RBBP6	protein_coding	ENSG00000122257
HAPSTR1	protein_coding	ENSG00000182831
PMM2	protein_coding	ENSG00000140650
NUDT21	protein_coding	ENSG00000167005
BBS2	protein_coding	ENSG00000125124
ATXN1L	protein_coding	ENSG00000224470
IST1	protein_coding	ENSG00000182149
ZNF821	protein_coding	ENSG00000102984
DHODH	protein_coding	ENSG00000102967
TXNL4B	protein_coding	ENSG00000140830
DHX38	protein_coding	ENSG00000140829
CDH16	protein_coding	ENSG00000166589
CIAO2B	protein_coding	ENSG00000166595
CES2	protein_coding	ENSG00000172831
CES3	protein_coding	ENSG00000172828
CBFB	protein_coding	ENSG00000067955
HSF4	protein_coding	ENSG00000102878
NME3	protein_coding	ENSG00000103024
TEPP	protein_coding	ENSG00000159648
SOCS1	protein_coding	ENSG00000185338
DNASE1	protein_coding	ENSG00000213918
ATXN2L	protein_coding	ENSG00000168488
EME2	protein_coding	ENSG00000197774
SPATA33	protein_coding	ENSG00000167523
KCNG4	protein_coding	ENSG00000168418
USP31	protein_coding	ENSG00000103404
C16orf96	protein_coding	ENSG00000205832
PKD1L3	protein_coding	ENSG00000277481
IL32	protein_coding	ENSG00000008517
ZNF267	protein_coding	ENSG00000185947
PRSS33	protein_coding	ENSG00000103355
CHD9	protein_coding	ENSG00000177200
CHST5	protein_coding	ENSG00000135702
SEZ6L2	protein_coding	ENSG00000174938
SLC22A31	protein_coding	ENSG00000259803
NPIPB8	protein_coding	ENSG00000255524
MYL11	protein_coding	ENSG00000180209
CMTR2	protein_coding	ENSG00000180917
CALB2	protein_coding	ENSG00000172137
ZNF23	protein_coding	ENSG00000167377
C16orf54	protein_coding	ENSG00000185905
ZG16	protein_coding	ENSG00000174992
PRRT2	protein_coding	ENSG00000167371
PAGR1	protein_coding	ENSG00000280789
MVP	protein_coding	ENSG00000013364
